id,minimum_nights,maximum_nights,minimum_minimum_nights,maximum_minimum_nights,minimum_maximum_nights,maximum_maximum_nights,minimum_nights_avg_ntm,maximum_nights_avg_ntm
638822792689468430,32,1125,32.0,365.0,1125.0,1125.0,353.4,1125.0
638954223232879326,31,731,31.0,31.0,731.0,731.0,31.0,731.0
639011969148090881,31,365,31.0,31.0,365.0,365.0,31.0,365.0
639178677114181091,1,1125,1.0,1.0,1125.0,1125.0,1.0,1125.0
639293163754818325,2,30,2.0,2.0,30.0,30.0,2.0,30.0
639579369409969675,32,1125,32.0,366.0,1125.0,1125.0,354.1,1125.0
639735143476443423,1,1125,1.0,28.0,1125.0,1125.0,18.9,1125.0
640062126680150507,2,1125,2.0,3.0,7.0,1125.0,2.0,1122.4
640269432292816287,32,1125,32.0,366.0,1125.0,1125.0,354.1,1125.0
640397079726524452,1,1125,1.0,1.0,1125.0,1125.0,1.0,1125.0
640471481523006534,2,1125,2.0,3.0,1125.0,1125.0,2.1,1125.0
640474603733759789,31,365,31.0,31.0,1125.0,1125.0,31.0,1125.0
640682457903460826,2,2,2.0,2.0,2.0,2.0,2.0,2.0
641140341489184749,2,30,2.0,2.0,1125.0,1125.0,2.0,1125.0
641166893429112294,3,35,3.0,3.0,35.0,35.0,3.0,35.0
641211280884940012,3,365,3.0,3.0,365.0,365.0,3.0,365.0
641216389437711151,31,365,31.0,31.0,365.0,365.0,31.0,365.0
641347223642536493,2,1125,2.0,2.0,1125.0,1125.0,2.0,1125.0
641460051597076741,31,365,31.0,31.0,365.0,365.0,31.0,365.0
641502736880237500,4,365,3.0,4.0,365.0,365.0,4.0,365.0
642100308517755700,2,365,1.0,3.0,1125.0,1125.0,2.2,1125.0
642629277982726759,2,105,2.0,3.0,1125.0,1125.0,3.0,1125.0
642895613934927623,1,1125,1.0,1.0,1125.0,1125.0,1.0,1125.0
642917495353170204,32,365,32.0,32.0,365.0,365.0,32.0,365.0
643267032843621090,5,1125,5.0,5.0,1125.0,1125.0,5.0,1125.0
643334037815320809,1,27,1.0,1.0,27.0,27.0,1.0,27.0
643419629358144369,31,1125,31.0,31.0,1125.0,1125.0,31.0,1125.0
643591788318521914,2,365,4.0,4.0,365.0,365.0,4.0,365.0
643633813895717578,1,365,1.0,1.0,365.0,365.0,1.0,365.0
643647123428610246,7,365,7.0,7.0,365.0,365.0,7.0,365.0
643660995774310862,1,365,1.0,5.0,365.0,365.0,3.9,365.0
643672274214077342,31,365,31.0,31.0,365.0,365.0,31.0,365.0
643673549790417811,2,365,2.0,2.0,1125.0,1125.0,2.0,1125.0
643688975196513465,10,120,10.0,10.0,120.0,120.0,10.0,120.0
643698079007071906,5,365,4.0,5.0,1125.0,1125.0,5.0,1125.0
643898330146069527,32,1125,32.0,366.0,1125.0,1125.0,354.1,1125.0
644055886146236083,1,365,1.0,1.0,365.0,365.0,1.0,365.0
644089685189549821,3,1125,3.0,3.0,1125.0,1125.0,3.0,1125.0
644751455889165269,32,1125,32.0,366.0,1125.0,1125.0,354.2,1125.0
644783865353758583,31,365,31.0,31.0,365.0,365.0,31.0,365.0
644857701634210431,1,28,1.0,1.0,1125.0,1125.0,1.0,1125.0
644923826152694981,31,365,31.0,31.0,1125.0,1125.0,31.0,1125.0
645464812903768682,2,1125,2.0,2.0,1125.0,1125.0,2.0,1125.0
645625634238322355,1,365,1.0,2.0,365.0,365.0,1.0,365.0
645755996710228248,2,365,2.0,3.0,1125.0,1125.0,2.1,1125.0
645761026754347154,2,365,2.0,10.0,1125.0,1125.0,2.4,1125.0
646127295658786185,1,28,1.0,2.0,1.0,28.0,1.0,22.9
646234838193435042,1,365,1.0,1.0,365.0,365.0,1.0,365.0
646251828827150935,1,365,1.0,6.0,1125.0,1125.0,1.1,1125.0
646914909231921108,1,30,1.0,6.0,30.0,30.0,1.0,30.0
646941667251867035,2,30,2.0,2.0,30.0,30.0,2.0,30.0
646955258401944493,1,28,1.0,3.0,1125.0,1125.0,2.8,1125.0
647012890522474322,3,1125,3.0,3.0,1125.0,1125.0,3.0,1125.0
647823719979474920,2,365,2.0,2.0,365.0,365.0,2.0,365.0
647896228093197248,2,15,2.0,2.0,1125.0,1125.0,2.0,1125.0
648000805217316845,1,1125,1.0,2.0,1125.0,1125.0,1.3,1125.0
648028696759302142,31,1125,1.0,31.0,1125.0,1125.0,2.3,1125.0
648396536543110818,1,31,1.0,2.0,1125.0,1125.0,1.3,1125.0
648619447465266206,1,3,1.0,1.0,1125.0,1125.0,1.0,1125.0
648627201583506205,1,3,1.0,1.0,1125.0,1125.0,1.0,1125.0
648631477066387112,1,3,1.0,1.0,1125.0,1125.0,1.0,1125.0
648638878642234601,1,3,1.0,1.0,1125.0,1125.0,1.0,1125.0
648746737235695969,31,1125,31.0,31.0,1125.0,1125.0,31.0,1125.0
648964718538478900,32,1125,32.0,366.0,1125.0,1125.0,354.1,1125.0
648965322735105213,32,1125,32.0,366.0,1125.0,1125.0,349.7,1125.0
648965922638064340,32,1125,32.0,366.0,1125.0,1125.0,354.2,1125.0
649119409889401697,2,1125,1.0,2.0,1125.0,1125.0,1.7,1125.0
649150695543681004,31,365,31.0,31.0,365.0,365.0,31.0,365.0
649201880220217276,31,365,31.0,31.0,1125.0,1125.0,31.0,1125.0
649544753229555006,3,365,3.0,3.0,1125.0,1125.0,3.0,1125.0
649930827425452656,1,365,1.0,1.0,999.0,999.0,1.0,999.0
650003298346863308,1,365,1.0,1.0,999.0,999.0,1.0,999.0
650004806502903425,1,365,1.0,1.0,999.0,999.0,1.0,999.0
650288767774160333,5,29,5.0,5.0,1125.0,1125.0,5.0,1125.0
650574613738967580,31,365,31.0,31.0,1125.0,1125.0,31.0,1125.0
650781332878551278,3,120,3.0,3.0,120.0,120.0,3.0,120.0
650784166612302454,1,365,1.0,1.0,365.0,365.0,1.0,365.0
651015731061962023,30,365,30.0,30.0,1125.0,1125.0,30.0,1125.0
651236180199542159,32,1125,32.0,366.0,1125.0,1125.0,354.1,1125.0
651419330993382479,4,30,4.0,4.0,30.0,30.0,4.0,30.0
651540263373672814,31,365,31.0,31.0,1125.0,1125.0,31.0,1125.0
652250438128881024,31,70,31.0,31.0,70.0,70.0,31.0,70.0
652921428293517968,1,365,1.0,1.0,365.0,365.0,1.0,365.0
652972555775784901,31,1125,31.0,31.0,1125.0,1125.0,31.0,1125.0
653295258868780225,32,1125,32.0,365.0,1125.0,1125.0,351.2,1125.0
653423644289178097,31,731,31.0,31.0,731.0,731.0,31.0,731.0
653600382144762792,1,1125,1.0,1.0,1125.0,1125.0,1.0,1125.0
653626824702593968,2,100,2.0,3.0,1125.0,1125.0,3.0,1125.0
653829308967982761,2,1125,2.0,2.0,1125.0,1125.0,2.0,1125.0
654067833289456257,30,365,30.0,30.0,1125.0,1125.0,30.0,1125.0
654262808967467447,31,731,31.0,31.0,731.0,731.0,31.0,731.0
654357982464326316,1,180,1.0,1.0,1125.0,1125.0,1.0,1125.0
654877930133884526,1,365,1.0,1.0,999.0,999.0,1.0,999.0
654883122930235250,1,365,1.0,2.0,999.0,999.0,1.0,999.0
654886331392936615,1,365,1.0,2.0,999.0,999.0,1.0,999.0
654907797251017211,1,365,1.0,1.0,365.0,365.0,1.0,365.0
654981108276834375,3,30,3.0,3.0,1125.0,1125.0,3.0,1125.0
655064153208939112,1,365,1.0,2.0,999.0,999.0,1.2,999.0
655120206040927172,2,365,2.0,90.0,1125.0,1125.0,59.3,1125.0
655127823099364171,5,365,4.0,5.0,1125.0,1125.0,5.0,1125.0
655188059063908487,31,365,31.0,31.0,1125.0,1125.0,31.0,1125.0
655195169367937273,1,29,1.0,1.0,1125.0,1125.0,1.0,1125.0
655225825770548426,32,730,32.0,32.0,730.0,730.0,32.0,730.0
655324994535554983,31,365,31.0,31.0,1125.0,1125.0,31.0,1125.0
655706072960809999,1,365,1.0,1.0,999.0,999.0,1.0,999.0
656032332287764095,2,1125,2.0,3.0,1125.0,1125.0,2.1,1125.0
656462723886486717,1,365,1.0,1.0,1125.0,1125.0,1.0,1125.0
656500208273213972,2,1125,2.0,2.0,1125.0,1125.0,2.0,1125.0
656627466463606133,3,365,3.0,4.0,365.0,365.0,3.2,365.0
657153050670184247,3,365,3.0,3.0,365.0,365.0,3.0,365.0
657162347419628072,1,365,1.0,1.0,365.0,365.0,1.0,365.0
657353839525475495,2,365,2.0,2.0,1125.0,1125.0,2.0,1125.0
657384860783290469,1,365,1.0,1.0,365.0,365.0,1.0,365.0
657489769932984922,2,30,2.0,2.0,30.0,30.0,2.0,30.0
658024862673549775,2,28,2.0,2.0,1125.0,1125.0,2.0,1125.0
658692308294629147,1,30,1.0,3.0,1125.0,1125.0,1.1,1125.0
658748212469247392,2,7,2.0,2.0,7.0,7.0,2.0,7.0
658812085073289768,2,365,2.0,2.0,365.0,365.0,2.0,365.0
658824327401627709,3,1125,3.0,3.0,1125.0,1125.0,3.0,1125.0
658841925262482886,2,1125,2.0,2.0,1125.0,1125.0,2.0,1125.0
658881510532597614,2,365,2.0,2.0,1125.0,1125.0,2.0,1125.0
659279362434043929,2,1125,2.0,2.0,1125.0,1125.0,2.0,1125.0
659344856688515722,2,89,2.0,5.0,1125.0,1125.0,3.7,1125.0
659366271388568374,31,365,31.0,31.0,365.0,365.0,31.0,365.0
659433561381337372,2,30,1.0,2.0,1125.0,1125.0,2.0,1125.0
659434497737025789,31,365,31.0,31.0,365.0,365.0,31.0,365.0
659684436298003102,31,1125,31.0,31.0,1125.0,1125.0,31.0,1125.0
659745715204713663,2,89,2.0,5.0,1125.0,1125.0,3.7,1125.0
659964709164200621,32,1125,32.0,366.0,1125.0,1125.0,347.5,1125.0
659967211112318971,32,1125,32.0,365.0,1125.0,1125.0,354.1,1125.0
660024875328523521,1,30,1.0,1.0,1125.0,1125.0,1.0,1125.0
660361947280474796,2,89,2.0,4.0,89.0,89.0,3.2,89.0
660776320141747872,31,731,31.0,31.0,731.0,731.0,31.0,731.0
660799933002361415,4,92,3.0,7.0,1125.0,1125.0,6.0,1125.0
661099558681860968,3,28,1.0,4.0,1125.0,1125.0,1.9,1125.0
661121154118134381,3,365,3.0,4.0,365.0,365.0,3.8,365.0
661250682298355090,32,1125,32.0,365.0,1125.0,1125.0,354.1,1125.0
661413836350118166,2,365,2.0,2.0,365.0,365.0,2.0,365.0
661470761900023352,2,120,2.0,2.0,1125.0,1125.0,2.0,1125.0
661826667220948565,2,365,2.0,2.0,365.0,365.0,2.0,365.0
662243699702594697,2,30,2.0,2.0,30.0,30.0,2.0,30.0
662279537920006359,2,30,2.0,2.0,30.0,30.0,2.0,30.0
663082610611721062,1,29,1.0,1.0,29.0,29.0,1.0,29.0
663735279892292996,1,29,1.0,1.0,29.0,29.0,1.0,29.0
663780271438740856,1,29,1.0,1.0,29.0,29.0,1.0,29.0
663803029478294826,31,1125,31.0,31.0,1125.0,1125.0,31.0,1125.0
664500197199329188,3,60,2.0,3.0,1125.0,1125.0,2.9,1125.0
664590566544874412,2,30,2.0,2.0,1125.0,1125.0,2.0,1125.0
665110685005304120,3,365,3.0,3.0,1125.0,1125.0,3.0,1125.0
665320550883405104,2,365,2.0,2.0,1125.0,1125.0,2.0,1125.0
665725318576268686,2,1125,2.0,2.0,1125.0,1125.0,2.0,1125.0
666077513795049766,10,365,10.0,10.0,365.0,365.0,10.0,365.0
666163674915280874,1,365,1.0,1.0,365.0,365.0,1.0,365.0
666211707978095350,1,365,1.0,1.0,365.0,365.0,1.0,365.0
666215624969033715,2,365,2.0,2.0,365.0,365.0,2.0,365.0
666219758633602187,1,365,1.0,1.0,365.0,365.0,1.0,365.0
666646020759842712,1,365,1.0,1.0,1125.0,1125.0,1.0,1125.0
666655112214409662,31,150,31.0,31.0,150.0,150.0,31.0,150.0
666695042136262865,1,365,1.0,1.0,365.0,365.0,1.0,365.0
666695143110760285,1,365,1.0,1.0,365.0,365.0,1.0,365.0
666762922700644688,1,29,1.0,1.0,29.0,29.0,1.0,29.0
667579843214275242,31,1125,31.0,31.0,1125.0,1125.0,31.0,1125.0
667947536337642007,5,365,5.0,5.0,365.0,365.0,5.0,365.0
668113279370588317,20,90,20.0,20.0,1125.0,1125.0,20.0,1125.0
668190624395612802,2,365,1.0,3.0,365.0,365.0,1.9,365.0
668216746657330751,31,1125,31.0,31.0,1125.0,1125.0,31.0,1125.0
668221732285104475,31,1125,31.0,31.0,1125.0,1125.0,31.0,1125.0
668674687044712287,31,1125,31.0,31.0,1125.0,1125.0,31.0,1125.0
668711052305358855,1,1125,1.0,1.0,1125.0,1125.0,1.0,1125.0
669021062996741554,1,29,1.0,1.0,29.0,29.0,1.0,29.0
669039217861003230,3,365,3.0,4.0,365.0,365.0,3.8,365.0
669477065389246587,1,7,1.0,1.0,7.0,7.0,1.0,7.0
669722774818819425,1,30,1.0,3.0,1125.0,1125.0,1.2,1125.0
669730022865641497,2,30,2.0,2.0,30.0,30.0,2.0,30.0
669794080508401598,31,365,31.0,31.0,365.0,365.0,31.0,365.0
670171588062947665,91,365,91.0,91.0,365.0,365.0,91.0,365.0
670489394142056746,31,365,31.0,31.0,1125.0,1125.0,31.0,1125.0
670891535920298286,1,7,1.0,1.0,1125.0,1125.0,1.0,1125.0
671165070481638972,31,365,31.0,31.0,365.0,365.0,31.0,365.0
671284618177069176,1,365,1.0,1.0,1125.0,1125.0,1.0,1125.0
671802485875852274,2,1125,2.0,3.0,1125.0,1125.0,2.1,1125.0
671802719450953096,2,1125,2.0,3.0,1125.0,1125.0,2.1,1125.0
671914818239254868,1,365,1.0,1.0,365.0,365.0,1.0,365.0
671956058172278479,2,5,2.0,2.0,5.0,5.0,2.0,5.0
672047161860884141,2,365,2.0,2.0,1125.0,1125.0,2.0,1125.0
672332861769390755,31,100,31.0,31.0,1125.0,1125.0,31.0,1125.0
672644954807609828,3,365,3.0,3.0,365.0,365.0,3.0,365.0
673337363033781967,2,365,1.0,4.0,365.0,365.0,3.6,365.0
673346330433062140,3,365,2.0,3.0,365.0,365.0,2.6,365.0
673827573988285352,2,30,2.0,2.0,1125.0,1125.0,2.0,1125.0
673893134022964817,2,30,2.0,3.0,30.0,30.0,2.6,30.0
673962156507744541,90,365,90.0,90.0,365.0,365.0,90.0,365.0
674531915619660561,2,365,2.0,4.0,1125.0,1125.0,2.6,1125.0
674603011458348855,2,365,2.0,2.0,365.0,365.0,2.0,365.0
674669758119122433,2,365,1.0,2.0,1.0,29.0,2.0,27.0
675338144945655256,2,365,2.0,2.0,1125.0,1125.0,2.0,1125.0
675514391806265843,31,89,31.0,31.0,89.0,89.0,31.0,89.0
676035606381338273,1,365,1.0,1.0,365.0,365.0,1.0,365.0
676697725961517789,3,30,3.0,3.0,30.0,30.0,3.0,30.0
677505276715372899,2,365,2.0,2.0,365.0,365.0,2.0,365.0
678181609764438993,30,180,30.0,30.0,180.0,180.0,30.0,180.0
678251847106538101,3,28,3.0,6.0,1125.0,1125.0,3.2,1125.0
678282563750562445,3,14,1.0,3.0,1125.0,1125.0,2.5,1125.0
678282890096185451,2,28,2.0,2.0,1125.0,1125.0,2.0,1125.0
678363560464655996,2,30,2.0,2.0,30.0,30.0,2.0,30.0
678788089447080392,31,31,31.0,31.0,31.0,31.0,31.0,31.0
679013388263107894,31,95,31.0,31.0,1125.0,1125.0,31.0,1125.0
679113546795037052,2,365,2.0,3.0,365.0,365.0,2.4,365.0
679284588506416995,3,28,3.0,3.0,28.0,28.0,3.0,28.0
679637570139262797,3,100,3.0,3.0,1125.0,1125.0,3.0,1125.0
679810006293681848,1,365,1.0,1.0,365.0,365.0,1.0,365.0
679821664650594134,1,1000,1.0,4.0,1000.0,1000.0,3.9,1000.0
680159239379066489,7,30,7.0,7.0,30.0,30.0,7.0,30.0
680234784617047263,31,31,31.0,31.0,31.0,31.0,31.0,31.0
680234819381797784,31,31,31.0,31.0,31.0,31.0,31.0,31.0
681046612784792165,1,365,1.0,4.0,365.0,365.0,3.9,365.0
681046834509467623,1,365,1.0,4.0,365.0,365.0,3.9,365.0
681090656433529507,31,1125,31.0,31.0,1125.0,1125.0,31.0,1125.0
681136513198395827,31,1125,31.0,31.0,1125.0,1125.0,31.0,1125.0
681368086842438688,1,365,1.0,1.0,1125.0,1125.0,1.0,1125.0
681807200196218315,31,31,31.0,31.0,1125.0,1125.0,31.0,1125.0
682042241650530176,2,180,2.0,3.0,180.0,180.0,2.3,180.0
682256002184527420,1,30,1.0,1.0,30.0,30.0,1.0,30.0
682633232358768514,3,365,3.0,4.0,365.0,365.0,3.8,365.0
683269146641651970,2,180,2.0,2.0,180.0,180.0,2.0,180.0
683315835035916402,2,1125,2.0,2.0,1125.0,1125.0,2.0,1125.0
683590767680041261,1,28,1.0,1.0,28.0,28.0,1.0,28.0
684120699841253560,3,120,3.0,3.0,120.0,120.0,3.0,120.0
684430931141713171,32,1125,32.0,365.0,1125.0,1125.0,353.4,1125.0
684495039090205291,3,365,3.0,3.0,365.0,365.0,3.0,365.0
684631559769919257,4,90,4.0,4.0,90.0,90.0,4.0,90.0
684838566406432140,1,29,1.0,1.0,29.0,29.0,1.0,29.0
684879089928454819,2,1125,1.0,2.0,1125.0,1125.0,2.0,1125.0
685363070260072028,91,106,91.0,91.0,106.0,106.0,91.0,106.0
685912699898763114,32,1125,32.0,365.0,1125.0,1125.0,354.1,1125.0
686221328971563087,1,1125,1.0,1.0,1125.0,1125.0,1.0,1125.0
686897227033247546,2,1125,2.0,2.0,1125.0,1125.0,2.0,1125.0
686989002505676292,1,3,1.0,1.0,1125.0,1125.0,1.0,1125.0
687666471274302102,7,365,7.0,7.0,365.0,365.0,7.0,365.0
687667402155780905,1,365,1.0,5.0,365.0,365.0,3.9,365.0
687944945731659246,2,365,2.0,2.0,365.0,365.0,2.0,365.0
688206075571114012,2,7,2.0,2.0,7.0,7.0,2.0,7.0
688211656685104874,31,32,31.0,31.0,32.0,32.0,31.0,32.0
688213166348606844,30,365,12.0,30.0,1125.0,1125.0,28.4,1125.0
688611313655226920,1,90,1.0,1.0,1125.0,1125.0,1.0,1125.0
688638100314654769,1,365,1.0,1.0,365.0,365.0,1.0,365.0
689187987777338113,1,28,1.0,1.0,1125.0,1125.0,1.0,1125.0
689193730412483484,2,365,1.0,2.0,365.0,365.0,2.0,365.0
689529531023825326,32,1125,32.0,365.0,1125.0,1125.0,353.4,1125.0
689648967638390546,1,1125,1.0,1.0,1125.0,1125.0,1.0,1125.0
689652567021541281,31,365,31.0,31.0,365.0,365.0,31.0,365.0
689883582779230004,31,60,2.0,31.0,1125.0,1125.0,30.2,1125.0
689983161944901459,30,30,30.0,30.0,1125.0,1125.0,30.0,1125.0
690184472989172575,2,1125,2.0,2.0,1125.0,1125.0,2.0,1125.0
690282481741781960,32,1125,32.0,366.0,1125.0,1125.0,351.9,1125.0
690440073478682661,31,365,31.0,31.0,365.0,365.0,31.0,365.0
690477033345400357,2,1125,2.0,3.0,1125.0,1125.0,2.4,1125.0
690510782811615768,31,365,31.0,31.0,365.0,365.0,31.0,365.0
690538837649240027,1,365,1.0,1.0,365.0,365.0,1.0,365.0
690582925812870644,4,365,4.0,4.0,365.0,365.0,4.0,365.0
690589566930204542,1,6,1.0,2.0,1125.0,1125.0,1.3,1125.0
690665383605022888,31,1125,31.0,31.0,1125.0,1125.0,31.0,1125.0
690721541845947142,7,1125,7.0,7.0,1125.0,1125.0,7.0,1125.0
691166728420969575,31,365,31.0,31.0,365.0,365.0,31.0,365.0
691256226290419881,3,89,3.0,3.0,1125.0,1125.0,3.0,1125.0
691287322202922515,31,365,31.0,31.0,365.0,365.0,31.0,365.0
691335397350159021,1,365,1.0,2.0,365.0,365.0,1.0,365.0
691336397036227307,1,365,1.0,1.0,365.0,365.0,1.0,365.0
691407010648484935,3,365,3.0,3.0,365.0,365.0,3.0,365.0
691407041588765021,3,365,3.0,3.0,365.0,365.0,3.0,365.0
691450715026092671,31,365,31.0,31.0,1125.0,1125.0,31.0,1125.0
691993123036427258,31,365,31.0,31.0,1.0,365.0,31.0,178.8
692107243536701676,31,1125,31.0,31.0,1125.0,1125.0,31.0,1125.0
692439309572328945,31,365,31.0,31.0,365.0,365.0,31.0,365.0
692732438012159081,31,1125,31.0,31.0,1125.0,1125.0,31.0,1125.0
693404796790729681,1,365,3.0,3.0,1125.0,1125.0,3.0,1125.0
693446037431953291,1,27,1.0,1.0,27.0,27.0,1.0,27.0
693471773970901849,1,1125,1.0,1.0,1125.0,1125.0,1.0,1125.0
694056016720154122,1,365,1.0,2.0,1125.0,1125.0,1.3,1125.0
694183718561551453,31,1125,31.0,31.0,1125.0,1125.0,31.0,1125.0
694192892346316699,2,60,2.0,2.0,1125.0,1125.0,2.0,1125.0
694379108068903176,2,1125,2.0,2.0,1125.0,1125.0,2.0,1125.0
694737781345255865,1,365,1.0,1.0,1125.0,1125.0,1.0,1125.0
694934178052088753,2,89,2.0,4.0,89.0,89.0,3.2,89.0
694942030885014837,1,365,1.0,3.0,1125.0,1125.0,2.7,1125.0
694942040422187808,1,365,1.0,3.0,1125.0,1125.0,2.7,1125.0
694942049742574277,31,365,31.0,31.0,1125.0,1125.0,31.0,1125.0
694942060203926954,1,365,1.0,30.0,2.0,1125.0,3.0,1112.1
694942069065660844,1,365,2.0,30.0,1125.0,1125.0,2.9,1125.0
694942079125595561,1,365,2.0,30.0,1125.0,1125.0,2.9,1125.0
694942088788494093,31,365,31.0,31.0,1125.0,1125.0,31.0,1125.0
694942098217486963,1,365,1.0,30.0,1.0,1125.0,2.9,1109.5
695008415234990105,1,1125,2.0,7.0,1125.0,1125.0,6.7,1125.0
695050496892737436,2,40,2.0,2.0,40.0,40.0,2.0,40.0
695055729181381409,1,30,1.0,1.0,1125.0,1125.0,1.0,1125.0
695173191440805028,2,365,2.0,2.0,365.0,365.0,2.0,365.0
695325721350311889,32,1125,32.0,366.0,1125.0,1125.0,352.7,1125.0
695469091606777667,30,90,30.0,30.0,90.0,90.0,30.0,90.0
695498988108973071,2,1125,2.0,2.0,1125.0,1125.0,2.0,1125.0
695509365725974632,3,1125,3.0,3.0,1125.0,1125.0,3.0,1125.0
696543511714572728,31,1125,31.0,31.0,1125.0,1125.0,31.0,1125.0
697015655697519106,2,365,2.0,2.0,365.0,365.0,2.0,365.0
697123368977205285,31,1125,31.0,31.0,1125.0,1125.0,31.0,1125.0
697199460466531156,1,30,1.0,2.0,30.0,30.0,1.3,30.0
697215457375097081,2,1125,2.0,2.0,1125.0,1125.0,2.0,1125.0
697784363373346129,1,365,1.0,1.0,365.0,365.0,1.0,365.0
697875944058576339,2,365,2.0,2.0,365.0,365.0,2.0,365.0
697930417919742168,31,365,31.0,31.0,365.0,365.0,31.0,365.0
698128974730921740,14,365,14.0,14.0,365.0,365.0,14.0,365.0
698146026525050289,3,365,3.0,3.0,1125.0,1125.0,3.0,1125.0
698177136885354970,1,365,1.0,1.0,365.0,365.0,1.0,365.0
698184573675236696,1,365,1.0,1.0,365.0,365.0,1.0,365.0
698185876340342271,1,365,1.0,1.0,365.0,365.0,1.0,365.0
698290886465952573,1,365,1.0,1.0,365.0,365.0,1.0,365.0
698379870539115046,2,14,2.0,2.0,1125.0,1125.0,2.0,1125.0
699167527674574132,2,365,2.0,2.0,1125.0,1125.0,2.0,1125.0
699251603721965400,1,365,1.0,1.0,1.0,999.0,1.0,186.8
699307112492653083,1,6,1.0,1.0,1125.0,1125.0,1.0,1125.0
700275417712101005,2,1125,1.0,2.0,1125.0,1125.0,2.0,1125.0
700545420713091067,3,1125,3.0,3.0,1125.0,1125.0,3.0,1125.0
700588409718402782,60,365,60.0,90.0,365.0,365.0,69.8,365.0
701469210282330225,1,365,1.0,3.0,365.0,365.0,1.0,365.0
701469724127824447,1,365,1.0,3.0,365.0,365.0,1.1,365.0
701470215977746652,1,365,1.0,1.0,365.0,365.0,1.0,365.0
701470713888224887,1,365,1.0,1.0,365.0,365.0,1.0,365.0
701471221632298846,1,365,1.0,1.0,365.0,365.0,1.0,365.0
701530778980361330,31,1125,31.0,31.0,1125.0,1125.0,31.0,1125.0
701633197372170615,31,1125,31.0,31.0,1125.0,1125.0,31.0,1125.0
701986359704630538,31,365,31.0,31.0,365.0,365.0,31.0,365.0
702226872782628063,2,100,2.0,3.0,1125.0,1125.0,2.3,1125.0
702842898980509221,2,1125,2.0,2.0,1125.0,1125.0,2.0,1125.0
703018144472004125,2,365,2.0,2.0,365.0,365.0,2.0,365.0
703043063533718372,1,22,1.0,1.0,22.0,22.0,1.0,22.0
703403859685391523,1,14,1.0,2.0,14.0,14.0,1.1,14.0
703506635415877279,1,365,1.0,1.0,365.0,365.0,1.0,365.0
703571284662797028,31,1125,31.0,31.0,1125.0,1125.0,31.0,1125.0
703582530740423817,31,1125,31.0,31.0,1125.0,1125.0,31.0,1125.0
703738998578240364,31,365,31.0,31.0,365.0,365.0,31.0,365.0
703880891206495021,30,365,30.0,30.0,365.0,365.0,30.0,365.0
703904220791942458,1,365,1.0,3.0,3.0,365.0,1.6,270.9
704282886645425601,91,106,91.0,91.0,106.0,106.0,91.0,106.0
704289892316549183,91,106,91.0,91.0,106.0,106.0,91.0,106.0
704292223730216236,91,106,91.0,91.0,106.0,106.0,91.0,106.0
704294544463342350,91,106,91.0,91.0,106.0,106.0,91.0,106.0
704299102749965038,91,106,91.0,91.0,106.0,106.0,91.0,106.0
704301502770290933,91,106,91.0,91.0,106.0,106.0,91.0,106.0
704311851709231348,2,90,2.0,2.0,90.0,90.0,2.0,90.0
704338407071265275,91,106,91.0,91.0,106.0,106.0,91.0,106.0
704341403279276049,91,106,91.0,91.0,106.0,106.0,91.0,106.0
704344026846514397,91,106,91.0,91.0,106.0,106.0,91.0,106.0
704346609276749961,91,106,91.0,91.0,106.0,106.0,91.0,106.0
704349285753082110,91,106,91.0,91.0,106.0,106.0,91.0,106.0
704351753699174104,91,106,91.0,91.0,106.0,106.0,91.0,106.0
704364295527104825,3,365,3.0,3.0,1125.0,1125.0,3.0,1125.0
705262593266969561,3,365,3.0,3.0,365.0,365.0,3.0,365.0
705307910480790712,2,89,2.0,4.0,89.0,89.0,3.2,89.0
705594670936553841,31,365,31.0,31.0,1125.0,1125.0,31.0,1125.0
705657838499932695,31,365,31.0,31.0,1125.0,1125.0,31.0,1125.0
705662496559697695,31,365,31.0,31.0,1125.0,1125.0,31.0,1125.0
705710706214410553,60,60,60.0,60.0,60.0,60.0,60.0,60.0
705759461383673551,2,365,2.0,2.0,365.0,365.0,2.0,365.0
705873471261878616,3,1125,3.0,3.0,1125.0,1125.0,3.0,1125.0
705925129915944032,2,30,2.0,2.0,30.0,30.0,2.0,30.0
705950524750811230,3,60,3.0,3.0,60.0,60.0,3.0,60.0
705993619070716753,31,365,31.0,31.0,365.0,365.0,31.0,365.0
706646806414854454,1,1000,1.0,4.0,1000.0,1000.0,3.9,1000.0
707120189234346526,1,3,1.0,1.0,1125.0,1125.0,1.0,1125.0
707231183842639534,1,365,1.0,1.0,365.0,365.0,1.0,365.0
707268137494298529,1,1125,1.0,1.0,1125.0,1125.0,1.0,1125.0
707337923770067902,2,1125,2.0,4.0,1125.0,1125.0,2.5,1125.0
707486848375688443,2,90,2.0,2.0,1125.0,1125.0,2.0,1125.0
707947878902457601,3,100,2.0,3.0,1125.0,1125.0,3.0,1125.0
707981049999303356,31,1125,31.0,31.0,1125.0,1125.0,31.0,1125.0
708134190416536867,2,30,2.0,2.0,1125.0,1125.0,2.0,1125.0
708195708019714974,3,30,3.0,3.0,30.0,30.0,3.0,30.0
708441725512940825,2,7,1.0,2.0,7.0,7.0,2.0,7.0
708683132629850632,31,365,31.0,31.0,365.0,365.0,31.0,365.0
708841189910088816,1,365,1.0,1.0,365.0,365.0,1.0,365.0
